s bet_x bet_y alf_x alf_y disp_x disp_y rx_i ry_i rs_i rx_int ry_int rs_int
+7.6683715000e+001 +5.0130421380e+000 +8.8884545740e+000 +1.6446523070e+000 -2.4506361720e+000 +2.8109706520e+000 +0.0000000000e+000 +4.4509905277e-004 -2.3166768922e-007 +2.0492458367e-006 +2.3255450803e-002 +2.2821699156e-005 +2.7586273411e-004
+7.7884480000e+001 +2.1335830570e+000 +1.5744966870e+001 +7.5948755860e-001 -3.2195185420e+000 +1.8021197910e+000 +0.0000000000e+000 +7.1020603440e-005 -1.7304866900e-008 +3.3000893545e-007 +2.3326471406e-002 +2.2804394289e-005 +2.7619274305e-004
+7.8104480000e+001 +1.8351784780e+000 +1.7196491940e+001 +5.9689688920e-001 -3.3783226810e+000 +1.6305209600e+000 +0.0000000000e+000 +3.1627063366e-005 -4.6444267332e-009 +1.4695433999e-007 +2.3358098469e-002 +2.2799749862e-005 +2.7633969739e-004
+7.8204480000e+001 +1.7231895860e+000 +1.7879374840e+001 +5.2299203950e-001 -3.4505063810e+000 +1.5525214920e+000 +0.0000000000e+000 +6.2701887745e-005 -6.0500370799e-009 +2.9133636703e-007 +2.3420800357e-002 +2.2793699825e-005 +2.7663103375e-004
+7.8404480000e+001 +1.5435547100e+000 +1.9288450870e+001 +3.7518234010e-001 -3.5948737810e+000 +1.3965225550e+000 +0.0000000000e+000 +1.2335417668e-004 +2.1025207209e-009 +5.7312115961e-007 +2.3544154534e-002 +2.2795802346e-005 +2.7720415491e-004
+7.8804480000e+001 +1.5887107190e+000 +1.9135796770e+001 -4.9386810560e-001 +3.9565051770e+000 +1.1864425400e+000 +0.0000000000e+000 +6.3326320107e-005 +7.1339745444e-009 +2.9418237163e-007 +2.3607480854e-002 +2.2802936320e-005 +2.7749833729e-004
+7.9004480000e+001 +1.8175765810e+000 +1.7588006800e+001 -6.5046120860e-001 +3.7824446620e+000 +1.1296442890e+000 +0.0000000000e+000 +3.3140750734e-005 +3.0514318990e-009 +1.5393988312e-007 +2.3640621605e-002 +2.2805987752e-005 +2.7765227717e-004
+7.9104480000e+001 +1.9554984780e+000 +1.6840220900e+001 -7.2875776000e-001 +3.6954144050e+000 +1.1012451630e+000 +0.0000000000e+000 +7.4710144399e-005 +6.4624476939e-009 +3.4701144581e-007 +2.3715331749e-002 +2.2812450200e-005 +2.7799928861e-004
+7.9324480000e+001 +2.3140474240e+000 +1.5256361200e+001 -9.0101017330e-001 +3.5039478380e+000 +1.0387670870e+000 +0.0000000000e+000 +4.3200184127e-004 +3.6253273061e-008 +2.0062695993e-006 +2.4147333590e-002 +2.2848703473e-005 +2.8000555821e-004
+8.0525245000e+001 +5.5955114430e+000 +7.9424429220e+000 -1.8387747110e+000 +2.5444695560e+000 +7.7327280470e-001 +0.0000000000e+000 +1.1644759807e-004 +7.6940104125e-008 +7.9371915935e-007 +2.4263781188e-002 +2.2925643577e-005 +2.8079927737e-004
+8.0745245000e+001 +6.4424678460e+000 +6.8684236830e+000 -2.0110271210e+000 +2.3374360800e+000 +7.3821673860e-001 +0.0000000000e+000 +6.1097165700e-005 +4.1969959063e-008 +4.1631705508e-007 +2.4324878354e-002 +2.2967613536e-005 +2.8121559443e-004
+8.0845245000e+001 +6.8525029250e+000 +6.4103470790e+000 -2.0893236720e+000 +2.2433299540e+000 +7.2228216310e-001 +0.0000000000e+000 +1.4440608742e-004 +1.0052756086e-007 +9.8384784768e-007 +2.4469284442e-002 +2.3068141097e-005 +2.8219944228e-004
+8.1065245000e+001 +7.8097008710e+000 +5.4688292640e+000 -2.2615760830e+000 +2.0362964770e+000 +6.8722609700e-001 +0.0000000000e+000 +9.3725935057e-004 +6.6301777318e-007 +6.3836690563e-006 +2.5406543792e-002 +2.3731158870e-005 +2.8858311133e-004
+8.2266010000e+001 +1.4350287910e+001 +1.8934004500e+000 -3.1993405720e+000 +9.2048879160e-001 +5.7102080680e-001 +0.0000000000e+000 +9.1706810657e-005 -3.5460121212e-008 +1.6528200561e-006 +2.5498250603e-002 +2.3695698749e-005 +2.9023593139e-004
+8.2486010000e+001 +1.5795893300e+001 +1.5356069300e+000 -3.3715929780e+000 +7.0584538880e-001 +5.6338675100e-001 +0.0000000000e+000 +4.3380944980e-005 -1.8431889432e-008 +7.8096757367e-007 +2.5541631548e-002 +2.3677266859e-005 +2.9101689896e-004
+8.2586010000e+001 +1.6478041550e+001 +1.4041943700e+000 -3.4498895260e+000 +6.0828020570e-001 +5.5991672560e-001 +0.0000000000e+000 +8.8360718404e-005 -3.7978439995e-008 +1.5898444166e-006 +2.5629992266e-002 +2.3639288419e-005 +2.9260674338e-004
+8.2786010000e+001 +1.7889315980e+001 +1.1999083610e+000 -3.6064826220e+000 +4.1314983950e-001 +5.5297667480e-001 +0.0000000000e+000 +1.8286428255e-004 -7.7893188732e-008 +3.2863648647e-006 +2.5812856549e-002 +2.3561395231e-005 +2.9589310824e-004
+8.3186010000e+001 +1.7855189710e+001 +1.2017917190e+000 +3.6871547010e+000 -4.1810904190e-001 +4.9540718590e-001 +0.0000000000e+000 +9.2418859465e-005 -3.8442611966e-008 +1.6607015881e-006 +2.5905275408e-002 +2.3522952619e-005 +2.9755380983e-004
+8.3386010000e+001 +1.6413024460e+001 +1.4081374580e+000 +3.5236715900e+000 -6.1361965370e-001 +4.4555471830e-001 +0.0000000000e+000 +4.5112955238e-005 -1.8339107502e-008 +8.1152433559e-007 +2.5950388363e-002 +2.3504613511e-005 +2.9836533417e-004
+8.3486010000e+001 +1.5716464290e+001 +1.5406369190e+000 +3.4419300350e+000 -7.1137495960e-001 +4.2062848450e-001 +0.0000000000e+000 +9.7974770309e-005 -3.8449953148e-008 +1.7633499011e-006 +2.6048363134e-002 +2.3466163558e-005 +3.0012868407e-004
+8.3706010000e+001 +1.4241577990e+001 +1.9009554700e+000 +3.2620986130e+000 -9.2643663250e-001 +3.6579077020e-001 +0.0000000000e+000 +5.2085160541e-004 -1.6889158796e-007 +9.3843783293e-006 +2.6569214739e-002 +2.3297271970e-005 +3.0951306240e-004
+8.4906775000e+001 +7.6000780870e+000 +5.4932041030e+000 +2.2830729740e+000 -2.0442581830e+000 +1.4189161300e-001 +0.0000000000e+000 +2.0710157767e-005 +1.5422809337e-007 +2.7039526980e-006 +2.6589924897e-002 +2.3451500063e-005 +3.1221701510e-004
+8.5126775000e+001 +6.6350888920e+000 +6.4383092120e+000 +2.1032415480e+000 -2.2516741300e+000 +1.1447590920e-001 +0.0000000000e+000 +9.1918080952e-006 +1.1047884340e-007 +1.2042269853e-006 +2.6599116705e-002 +2.3561978907e-005 +3.1342124208e-004
+8.5226775000e+001 +6.2226147380e+000 +6.8980720360e+000 +2.0214999900e+000 -2.3459541060e+000 +1.0201422570e-001 +0.0000000000e+000 +1.9996941105e-005 +2.8701631135e-007 +2.6237594589e-006 +2.6619113646e-002 +2.3848995218e-005 +3.1604500154e-004
+8.5446775000e+001 +5.3727176560e+000 +7.9759233510e+000 +1.8416685630e+000 -2.5533700540e+000 +7.4598521900e-002 +0.0000000000e+000 +1.0610796095e-004 +2.1153826186e-006 +1.3967299543e-005 +2.6725221607e-002 +2.5964377837e-005 +3.3001230108e-004
+8.6647540000e+001 +2.1337404870e+000 +1.5313106460e+001 +8.6264287650e-001 -3.5142867380e+000 -1.1640149340e-005 +0.0000000000e+000 -1.1547562553e-007 +2.0103845307e-006 +2.3417956234e-006 +2.6725106131e-002 +2.7974762367e-005 +3.3235409671e-004
+8.6867540000e+001 +1.7937405360e+000 +1.6901588520e+001 +6.8281144740e-001 -3.7060862590e+000 -5.3332115050e-006 +0.0000000000e+000 -2.2877522609e-007 +5.3974888456e-006 +5.3515978820e-006 +2.6724877356e-002 +3.3372251213e-005 +3.3770569459e-004
+8.7367540000e+001 +1.3152829850e+000 +2.0825628780e+001 +2.7410365410e-001 -4.1419942610e+000 +9.0007381230e-006 +0.0000000000e+000 -1.3968381281e-007 +5.8357843302e-006 +4.2156736908e-006 +2.6724737672e-002 +3.9208035543e-005 +3.4192136828e-004
+8.7767540000e+001 +1.5609509800e+000 +1.8898632150e+001 -9.3919690560e-001 +8.5463453620e+000 +2.2119758770e-005 +0.0000000000e+000 -4.4367238296e-007 +1.3863924347e-005 +1.1558064394e-005 +2.6724294000e-002 +5.3071959890e-005 +3.5347943267e-004
+8.8866072000e+001 +5.0794727400e+000 +4.8495914060e+000 -2.2637336960e+000 +4.2425772620e+000 +6.4197774940e-005 +0.0000000000e+000 -4.0792394476e-007 +2.6006844524e-007 +5.8484415231e-006 +2.6723886076e-002 +5.3332028335e-005 +3.5932787420e-004
+8.9266072000e+001 +6.0865475650e+000 +2.5773099700e+000 -1.1382915270e-001 +1.7474056420e+000 +7.3873463580e-005 +0.0000000000e+000 -1.1868375153e-006 -6.5557587157e-007 +2.0665042394e-005 +2.6722699239e-002 +5.2676452464e-005 +3.7999291659e-004
+9.0364604000e+001 +6.5374752950e+000 +6.3608178790e-001 -2.9665295390e-001 +1.9705540930e-002 +8.4207411340e-005 +0.0000000000e+000 -2.7934325214e-007 -3.6837490306e-007 +1.3326591010e-005 +2.6722419895e-002 +5.2308077560e-005 +3.9331950760e-004
+9.0764604000e+001 +6.8014257470e+000 +8.7195500990e-001 -3.6322317720e-001 -6.0938859590e-001 +8.7970232190e-005 +0.0000000000e+000 -9.0362402941e-007 -1.0745137091e-006 +3.1881687970e-005 +2.6721516271e-002 +5.1233563851e-005 +4.2520119557e-004
+9.1863136000e+001 +7.8002881100e+000 +4.1087546030e+000 -5.4604697850e-001 -2.3370886970e+000 +9.8304179960e-005 +0.0000000000e+000 -4.5723339649e-007 -8.3103659542e-008 +5.2667882164e-006 +2.6721059038e-002 +5.1150460192e-005 +4.3046798379e-004
+9.2263136000e+001 +7.4220324890e+000 +6.8348061340e+000 +1.4575031370e+000 -4.7208815890e+000 +9.6755289360e-005 +0.0000000000e+000 -1.2226653989e-006 +1.1436953053e-006 +1.1033033497e-005 +2.6719836373e-002 +5.2294155497e-005 +4.4150101728e-004
+9.3361668000e+001 +4.7277974820e+000 +2.1318454290e+001 +9.9507449070e-001 -8.4636666600e+000 +7.7990278350e-005 +0.0000000000e+000 -2.9901601998e-007 +3.6920439663e-006 +2.4046090532e-006 +2.6719537356e-002 +5.5986199464e-005 +4.4390562634e-004
+9.3761668000e+001 +5.0966141170e+000 +2.2852443800e+001 -1.9895565330e+000 +4.9397651850e+000 +8.0406065330e-005 +0.0000000000e+000 -8.3758824114e-007 +1.0565039793e-005 +6.0414214893e-006 +2.6718699768e-002 +6.6551239257e-005 +4.4994704783e-004
+9.4860200000e+001 +1.0641828130e+001 +1.3340832890e+001 -3.0582836840e+000 +3.7187089490e+000 +1.1270387690e-004 +0.0000000000e+000 -4.5973918464e-007 +1.2187596056e-006 +2.0953633972e-006 +2.6718240029e-002 +6.7769998863e-005 +4.5204241122e-004
+9.5260200000e+001 +1.1896015040e+001 +1.1890989260e+001 +4.2209289280e-002 +4.1847953100e-002 +1.1791487820e-004 +0.0000000000e+000 -5.9789124086e-007 +1.1115355558e-006 +2.6529774745e-006 +2.6717642138e-002 +6.8881534418e-005 +4.5469538870e-004
+9.5760200000e+001 +1.1874858630e+001 +1.1870202450e+001 +1.0352442060e-004 -2.7433080590e-004 +1.1611863110e-004 +0.0000000000e+000 -2.9887437259e-006 +5.5479524423e-006 +1.3297489458e-005 +2.6714653394e-002 +7.4429486861e-005 +4.6799287816e-004
+9.8260200000e+001 +1.2400663070e+001 +1.2398102650e+001 -2.1042529990e-001 -2.1088575030e-001 +1.0713739530e-004 +0.0000000000e+000 -4.8087473347e-007 +9.2774128835e-007 +2.0014174909e-006 +2.6714172519e-002 +7.5357228149e-005 +4.6999429565e-004
+9.8660200000e+001 +1.1662661150e+001 +1.3547128750e+001 +2.0088555020e+000 -2.7334685560e+000 +1.0170727620e-004 +0.0000000000e+000 -5.8764279361e-007 +1.4482414186e-006 +2.4379392287e-006 +2.6713584877e-002 +7.6805469568e-005 +4.7243223488e-004
+9.9160200000e+001 +9.7617462880e+000 +1.6436937640e+001 +1.7929742220e+000 -3.0461492170e+000 +9.0013574210e-005 +0.0000000000e+000 -4.3432414694e-007 +1.8035440292e-006 +1.8951091237e-006 +2.6713150552e-002 +7.8609013597e-005 +4.7432734400e-004
+9.9560200000e+001 +9.7616949420e+000 +1.6437299260e+001 -1.7928396290e+000 +3.0452898980e+000 +8.7124578210e-005 +0.0000000000e+000 -5.4290222540e-007 +2.2545096165e-006 +2.3688549815e-006 +2.6712607650e-002 +8.0863523213e-005 +4.7669619898e-004
+1.0006020000e+002 +1.1662463420e+001 +1.3548266640e+001 -2.0086973230e+000 +2.7327753420e+000 +9.1507538680e-005 +0.0000000000e+000 -4.7010788278e-007 +1.1587823892e-006 +1.9502492818e-006 +2.6712137542e-002 +8.2022305603e-005 +4.7864644826e-004
+1.0046020000e+002 +1.2400352230e+001 +1.2399856810e+001 +2.1054276330e-001 +2.0999980030e-001 +9.1544102770e-005 +0.0000000000e+000 -3.0054155730e-006 +5.8001531217e-006 +1.2507736216e-005 +2.6709132127e-002 +8.7822458724e-005 +4.9115418448e-004
+1.0296020000e+002 +1.1873998590e+001 +1.1876123920e+001 -1.3075325710e-006 -5.0664596490e-004 +7.0083478130e-005 +0.0000000000e+000 -2.9885697890e-006 +5.5539532953e-006 +1.3293222561e-005 +2.6706143557e-002 +9.3376412020e-005 +5.0444740704e-004
+1.0546020000e+002 +1.2400365300e+001 +1.2404923270e+001 -2.1054537840e-001 -2.1101309220e-001 +4.8622853500e-005 +0.0000000000e+000 -4.8085011754e-007 +9.2877557830e-007 +2.0006203015e-006 +2.6705662707e-002 +9.4305187598e-005 +5.0644802734e-004
+1.0586020000e+002 +1.1662477520e+001 +1.3554576510e+001 +2.0086974340e+000 -2.7349482690e+000 +4.3411729560e-005 +0.0000000000e+000 -5.8760484095e-007 +1.4496710859e-006 +2.4369484331e-006 +2.6705075102e-002 +9.5754858684e-005 +5.0888497577e-004
+1.0636020000e+002 +9.7617088140e+000 +1.6445928450e+001 +1.7928399810e+000 -3.0477556090e+000 +3.4757950950e-005 +0.0000000000e+000 -4.3428392768e-007 +1.8049729374e-006 +1.8943263150e-006 +2.6704640818e-002 +9.7559831621e-005 +5.1077930209e-004
+1.0676020000e+002 +9.7617619090e+000 +1.6446233460e+001 -1.7929791590e+000 +3.0470308200e+000 +3.0250001200e-005 +0.0000000000e+000 -5.4285421794e-007 +2.2562683266e-006 +2.3678660470e-006 +2.6704097964e-002 +9.9816099948e-005 +5.1314716814e-004
+1.0726020000e+002 +1.1662681990e+001 +1.3555536260e+001 -2.0088610010e+000 +2.7343635810e+000 +2.7496198910e-005 +0.0000000000e+000 -4.7008224689e-007 +1.1598647472e-006 +1.9494310623e-006 +2.6703627882e-002 +1.0097596470e-004 +5.1509659920e-004
+1.0766020000e+002 +1.2400686740e+001 +1.2406402800e+001 +2.1042391350e-001 +2.1026584100e-001 +2.4291293680e-005 +0.0000000000e+000 -3.0052994334e-006 +5.8060723671e-006 +1.2502535233e-005 +2.6700622582e-002 +1.0678203706e-004 +5.2759913443e-004
+1.1016020000e+002 +1.1874887930e+001 +1.1881118360e+001 -1.0439145810e-004 -1.5206597120e-004 -1.7491433810e-006 +0.0000000000e+000 -2.9885115620e-006 +5.5582570742e-006 +1.3288446475e-005 +2.6697634071e-002 +1.1234029414e-004 +5.4088758091e-004
+1.1266020000e+002 +1.2401730650e+001 +1.2407923460e+001 -2.1063269640e-001 -2.1056997290e-001 -2.7789580440e-005 +0.0000000000e+000 -4.8085146118e-007 +9.2912058899e-007 +2.0001077336e-006 +2.6697153219e-002 +1.1326941473e-004 +5.4288768864e-004
+1.1306020000e+002 +1.1663807960e+001 +1.3557430120e+001 +2.0088698150e+000 -2.7350157690e+000 -3.0863513880e-005 +0.0000000000e+000 -5.8760791126e-007 +1.4500690942e-006 +2.4363726171e-006 +2.6696565611e-002 +1.1471948382e-004 +5.4532406126e-004
+1.1356020000e+002 +9.7628694070e+000 +1.6448823450e+001 +1.7930072960e+000 -3.0477708840e+000 -3.3291945250e-005 +0.0000000000e+000 -4.3428853471e-007 +1.8052873703e-006 +1.8939248518e-006 +2.6696131323e-002 +1.1652477119e-004 +5.4721798611e-004
+1.1396020000e+002 +9.7629559610e+000 +1.6448718520e+001 -1.7932341800e+000 +3.0480202150e+000 -3.7759489150e-005 +0.0000000000e+000 -5.4286286833e-007 +2.2565749989e-006 +2.3674037489e-006 +2.6695588460e-002 +1.1878134619e-004 +5.4958538986e-004
+1.1446020000e+002 +1.1664141280e+001 +1.3557099960e+001 -2.0091364560e+000 +2.7352169040e+000 -4.6636389770e-005 +0.0000000000e+000 -4.7009095133e-007 +1.1599767643e-006 +1.9490967285e-006 +2.6695118369e-002 +1.1994132295e-004 +5.5153448659e-004
+1.1486020000e+002 +1.2402254640e+001 +1.2407414490e+001 +2.1043468840e-001 +2.1082703110e-001 -5.1903050590e-005 +0.0000000000e+000 -3.0053586786e-006 +5.8062909026e-006 +1.2500705067e-005 +2.6692113010e-002 +1.2574761386e-004 +5.6403519165e-004
+1.1736020000e+002 +1.1876337710e+001 +1.1879400250e+001 -6.7915456380e-005 +3.7866618320e-004 -7.2937911700e-005 +0.0000000000e+000 -2.9886279827e-006 +5.5559527178e-006 +1.3288806331e-005 +2.6689124382e-002 +1.3130356657e-004 +5.7732399799e-004
+1.1986020000e+002 +1.2402933790e+001 +1.2403627830e+001 -2.1057051930e-001 -2.1006969870e-001 -9.3972772810e-005 +0.0000000000e+000 -4.8087523763e-007 +9.2839462747e-007 +2.0004994727e-006 +2.6688643507e-002 +1.3223196120e-004 +5.7932449746e-004
+1.2026020000e+002 +1.1664873820e+001 +1.3552383980e+001 +2.0091421900e+000 -2.7335928630e+000 -9.3778012240e-005 +0.0000000000e+000 -5.8764546969e-007 +1.4489998839e-006 +2.4369115616e-006 +2.6688055862e-002 +1.3368096108e-004 +5.8176140902e-004
+1.2076020000e+002 +9.7636764820e+000 +1.6442269080e+001 +1.7932524850e+000 -3.0461773480e+000 -8.9087199770e-005 +0.0000000000e+000 -4.3432952860e-007 +1.8041489487e-006 +1.8943958270e-006 +2.6687621532e-002 +1.3548511003e-004 +5.8365580485e-004
+1.2116020000e+002 +9.7636807820e+000 +1.6441875770e+001 -1.7932637550e+000 +3.0471119760e+000 -9.1869851470e-005 +0.0000000000e+000 -5.4291416423e-007 +2.2551076388e-006 +2.3680371569e-006 +2.6687078618e-002 +1.3774021767e-004 +5.8602384200e-004
+1.2166020000e+002 +1.1664890380e+001 +1.3551146370e+001 -2.0091554350e+000 +2.7343468290e+000 -1.0360229620e-004 +0.0000000000e+000 -4.7012128984e-007 +1.1590110525e-006 +1.9496624999e-006 +2.6686608497e-002 +1.3889922872e-004 +5.8797350450e-004
+1.2206020000e+002 +1.2402959820e+001 +1.2401719950e+001 +2.1056068320e-001 +2.1103329190e-001 -1.0899207430e-004 +0.0000000000e+000 -3.0055104142e-006 +5.8006846065e-006 +1.2504553841e-005 +2.6683602986e-002 +1.4469991333e-004 +6.0047805834e-004
+1.2456020000e+002 +1.1876409720e+001 +1.1872959830e+001 +5.9356059890e-005 +4.7075407150e-004 -1.1727850500e-004 +0.0000000000e+000 -2.9887698655e-006 +5.5498313645e-006 +1.3294075817e-005 +2.6680614216e-002 +1.5024974470e-004 +6.1377213416e-004
+1.2706020000e+002 +1.2402366260e+001 +1.2397012410e+001 -2.1044197110e-001 -2.1009178380e-001 -1.2556493570e-004 +0.0000000000e+000 -4.8089212979e-007 +9.2745441004e-007 +2.0013655367e-006 +2.6680133324e-002 +1.5117719911e-004 +6.1577349970e-004
+1.2746020000e+002 +1.1664250160e+001 +1.3545283500e+001 +2.0091504240e+000 -2.7323278360e+000 -1.2217317180e-004 +0.0000000000e+000 -5.8767159065e-007 +1.4477223072e-006 +2.4379683264e-006 +2.6679545653e-002 +1.5262492141e-004 +6.1821146802e-004
+1.2796020000e+002 +9.7630510680e+000 +1.6433857890e+001 +1.7932477570e+000 -3.0448209410e+000 -1.1208978620e-004 +0.0000000000e+000 -4.3435725789e-007 +1.8028941924e-006 +1.8952125990e-006 +2.6679111295e-002 +1.5442781561e-004 +6.2010668062e-004
+1.2836020000e+002 +9.7629673650e+000 +1.6433631800e+001 -1.7930283470e+000 +3.0453582000e+000 -1.1216326190e-004 +0.0000000000e+000 -5.4294625315e-007 +2.2535859556e-006 +2.3690538695e-006 +2.6678568349e-002 +1.5668140156e-004 +6.2247573449e-004
+1.2886020000e+002 +1.1663927820e+001 +1.3544572080e+001 -2.0088925660e+000 +2.7327612430e+000 -1.2243258130e-004 +0.0000000000e+000 -4.7013675187e-007 +1.1580976452e-006 +1.9504885618e-006 +2.6678098212e-002 +1.5783949921e-004 +6.2442622306e-004
+1.2926020000e+002 +1.2401859530e+001 +1.2395915680e+001 +2.1063345670e-001 +2.1064569240e-001 -1.2596151930e-004 +0.0000000000e+000 -3.0055723013e-006 +5.7958051754e-006 +1.2509711930e-005 +2.6675092640e-002 +1.6363530438e-004 +6.3693593498e-004
+1.3176020000e+002 +1.1875007700e+001 +1.1869257640e+001 +1.0727503570e-004 +1.7523726100e-005 -1.1844931520e-004 +0.0000000000e+000 -5.9775440325e-007 +1.1093978989e-006 +2.6596323940e-006 +2.6674494886e-002 +1.6474470228e-004 +6.3959556738e-004
+1.3226020000e+002 +1.1895953050e+001 +1.1890302940e+001 -4.1997961290e-002 -4.2108110000e-002 -1.1694687440e-004 +0.0000000000e+000 -4.7831477734e-007 +8.8912937958e-007 +2.1224797294e-006 +2.6674016571e-002 +1.6563383166e-004 +6.4171804711e-004
+1.3266020000e+002 +1.0641616170e+001 +1.3340291100e+001 +3.0584330000e+000 -3.7188236860e+000 -1.0920085710e-004 +0.0000000000e+000 -1.2625948235e-006 +3.3469378222e-006 +5.7548062279e-006 +2.6672753976e-002 +1.6898076948e-004 +6.4747285334e-004
+1.3375873200e+002 +5.0962010570e+000 +2.2852285770e+001 +1.9895902800e+000 -4.9399997840e+000 -7.0358287640e-005 +0.0000000000e+000 -3.0497248185e-007 +3.8470766833e-006 +2.1999249039e-006 +2.6672449003e-002 +1.7282784617e-004 +6.4967277824e-004
+1.3415873200e+002 +4.7272640740e+000 +2.1318506410e+001 -9.9478372960e-001 +8.4634185120e+000 -6.4236089140e-005 +0.0000000000e+000 -8.2114807995e-007 +1.0140110175e-005 +6.6042305863e-006 +2.6671627855e-002 +1.8296795634e-004 +6.5627700883e-004
+1.3525726400e+002 +7.4207698830e+000 +6.8351556220e+000 -1.4571301050e+000 +4.7208590360e+000 -6.8783213010e-005 +0.0000000000e+000 -4.4517660648e-007 +4.1662041603e-007 +4.0175920871e-006 +2.6671182679e-002 +1.8338457676e-004 +6.6029460091e-004
+1.3565726400e+002 +7.7988676100e+000 +4.1091284000e+000 +5.4605441370e-001 +2.3370483130e+000 -6.6739768980e-005 +0.0000000000e+000 -1.2556808941e-006 -2.2786506295e-007 +1.4464876578e-005 +2.6669926998e-002 +1.8315671169e-004 +6.7475947749e-004
+1.3675579600e+002 +6.8000267490e+000 +8.7218944680e-001 +3.6319616880e-001 +6.0955583920e-001 -5.1069583320e-005 +0.0000000000e+000 -3.2910379942e-007 -3.9125773182e-007 +1.1608627449e-005 +2.6669597894e-002 +1.8276545396e-004 +6.8636810494e-004
+1.3715579600e+002 +6.5361029200e+000 +6.3615218970e-001 +2.9661340380e-001 -1.9462696230e-002 -4.5363719260e-005 +0.0000000000e+000 -7.6734123256e-007 -1.0116958006e-006 +3.6601002575e-005 +2.6668830553e-002 +1.8175375816e-004 +7.2296910752e-004
+1.3825432800e+002 +6.0852999220e+000 +2.5766187420e+000 +1.1375515890e-001 -1.7469551710e+000 -2.9693533600e-005 +0.0000000000e+000 -4.3213405317e-007 -2.3875599729e-007 +7.5262732311e-006 +2.6668398419e-002 +1.8151500216e-004 +7.3049538075e-004
+1.3865432800e+002 +5.0784776530e+000 +4.8483462990e+000 +2.2632114380e+000 -4.2415676470e+000 -2.1725438620e-005 +0.0000000000e+000 -1.1202457924e-006 +7.1381981105e-007 +1.6065396155e-005 +2.6667278173e-002 +1.8222882198e-004 +7.4656077690e-004
+1.3975286000e+002 +1.5608266320e+000 +1.8894250970e+001 +9.3892652580e-001 -8.5445001920e+000 +5.7665238820e-006 +0.0000000000e+000 -1.6155496779e-007 +5.0472080752e-006 +4.2092656090e-006 +2.6667116618e-002 +1.8727603005e-004 +7.5077004251e-004
+1.4015286000e+002 +1.3153392260e+000 +2.0820913990e+001 -2.7432217770e-001 +4.1409115940e+000 +1.6948969940e-005 +0.0000000000e+000 -1.7462331538e-007 +7.2931539495e-006 +5.2702390310e-006 +2.6666941995e-002 +1.9456918400e-004 +7.5604028154e-004
+1.4065286000e+002 +1.7940293400e+000 +1.6897898080e+001 -6.8305805210e-001 +3.7051202340e+000 +3.2978759290e-005 +0.0000000000e+000 -1.0067823411e-007 +2.3742455770e-006 +2.3548755811e-006 +2.6666841317e-002 +1.9694342958e-004 +7.5839515712e-004
+1.4087286000e+002 +2.1341405160e+000 +1.5309829780e+001 -8.6290183690e-001 +3.5133720360e+000 +4.0031866600e-005 +0.0000000000e+000 -6.3038032360e-007 +1.0969459412e-005 +1.2782320008e-005 +2.6666210936e-002 +2.0791288899e-004 +7.7117747713e-004
+1.4207362500e+002 +5.3738185680e+000 +7.9745373250e+000 -1.8419947900e+000 +2.5527212320e+000 -7.4566067940e-002 +0.0000000000e+000 +1.9447588624e-005 +3.8746376605e-007 +2.5590558097e-006 +2.6685658525e-002 +2.0830035275e-004 +7.7373653294e-004
+1.4229362500e+002 +6.2238619080e+000 +6.8969593150e+000 -2.0218385720e+000 +2.3453606310e+000 -1.0198102560e-001 +0.0000000000e+000 +9.0928153683e-006 +1.3043345216e-007 +1.1926370113e-006 +2.6694751340e-002 +2.0843078621e-004 +7.7492916995e-004
+1.4239362500e+002 +6.6364043400e+000 +6.4373126710e+000 -2.1035857460e+000 +2.2511058120e+000 -1.1444236990e-001 +0.0000000000e+000 +2.0229339626e-005 +2.4300668105e-007 +2.6493452457e-006 +2.6714980680e-002 +2.0867379289e-004 +7.7757851520e-004
+1.4261362500e+002 +7.6015477000e+000 +5.4924454460e+000 -2.2834295280e+000 +2.0437452110e+000 -1.4185732750e-001 +0.0000000000e+000 +1.1307730701e-004 +8.4166674988e-007 +1.4758443444e-005 +2.6828057987e-002 +2.0951545964e-004 +7.9233695864e-004
+1.4381439000e+002 +1.4243982260e+001 +1.9010679570e+000 -3.2625224330e+000 +9.2622918980e-001 -3.6575242250e-001 +0.0000000000e+000 +9.5440602402e-005 -3.0939432144e-008 +1.7191468870e-006 +2.6923498589e-002 +2.0948452021e-004 +7.9405610553e-004
+1.4403439000e+002 +1.5719057770e+001 +1.5408280980e+000 -3.4423662100e+000 +7.1122471770e-001 -4.2058939060e-001 +0.0000000000e+000 +4.4538357947e-005 -1.7475347361e-008 +8.0139530324e-007 +2.6968036947e-002 +2.0946704486e-004 +7.9485750083e-004
+1.4413439000e+002 +1.6415705720e+001 +1.4083560850e+000 -3.5241133820e+000 +6.1349541220e-001 -4.4551528530e-001 +0.0000000000e+000 +9.0233687164e-005 -3.6674704444e-008 +1.6227713692e-006 +2.7058270634e-002 +2.0943037015e-004 +7.9648027220e-004
+1.4433439000e+002 +1.7858049950e+001 +1.2020496420e+000 -3.6876077250e+000 +4.1803680120e-001 -4.9536707450e-001 +0.0000000000e+000 +1.8484972726e-004 -7.6879889168e-008 +3.3207653897e-006 +2.7243120362e-002 +2.0935349026e-004 +7.9980103759e-004
