s bet_x bet_y alf_x alf_y disp_x disp_y rx_i ry_i rs_i rx_int ry_int rs_int
+7.6683715000e+001 +5.0130421380e+000 +8.8884545740e+000 +1.6446523070e+000 -2.4506361720e+000 +2.8109706520e+000 +0.0000000000e+000 +4.8240206682e-004 -9.7725802195e-008 +2.2210705401e-006 +2.4915347696e-002 +3.6658841820e-005 +2.8069515749e-004
+7.7884480000e+001 +2.1335830570e+000 +1.5744966870e+001 +7.5948755860e-001 -3.2195185420e+000 +1.8021197910e+000 +0.0000000000e+000 +8.4107167018e-005 +5.0469468423e-008 +3.9082922568e-007 +2.4999454863e-002 +3.6709311288e-005 +2.8108598672e-004
+7.8104480000e+001 +1.8351784780e+000 +1.7196491940e+001 +5.9689688920e-001 -3.3783226810e+000 +1.6305209600e+000 +0.0000000000e+000 +3.8188115817e-005 +3.1739123529e-008 +1.7744651798e-007 +2.5037642979e-002 +3.6741050411e-005 +2.8126343324e-004
+7.8204480000e+001 +1.7231895860e+000 +1.7879374840e+001 +5.2299203950e-001 -3.4505063810e+000 +1.5525214920e+000 +0.0000000000e+000 +7.6410501856e-005 +7.2362466856e-008 +3.5504616182e-007 +2.5114053481e-002 +3.6813412878e-005 +2.8161847940e-004
+7.8404480000e+001 +1.5435547100e+000 +1.9288450870e+001 +3.7518234010e-001 -3.5948737810e+000 +1.3965225550e+000 +0.0000000000e+000 +1.5326335415e-004 +1.8403775176e-007 +7.1212086802e-007 +2.5267316835e-002 +3.6997450630e-005 +2.8233060027e-004
+7.8804480000e+001 +1.5887107190e+000 +1.9135796770e+001 -4.9386810560e-001 +3.9565051770e+000 +1.1864425400e+000 +0.0000000000e+000 +8.0603591418e-005 +1.0976386414e-007 +3.7448079582e-007 +2.5347920426e-002 +3.7107214494e-005 +2.8270508106e-004
+7.9004480000e+001 +1.8175765810e+000 +1.7588006800e+001 -6.5046120860e-001 +3.7824446620e+000 +1.1296442890e+000 +0.0000000000e+000 +4.2237871765e-005 +5.2641113926e-008 +1.9622318656e-007 +2.5390158298e-002 +3.7159855608e-005 +2.8290130425e-004
+7.9104480000e+001 +1.9554984780e+000 +1.6840220900e+001 -7.2875776000e-001 +3.6954144050e+000 +1.1012451630e+000 +0.0000000000e+000 +9.5193413105e-005 +1.1336653739e-007 +4.4222176661e-007 +2.5485351711e-002 +3.7273222146e-005 +2.8334352602e-004
+7.9324480000e+001 +2.3140474240e+000 +1.5256361200e+001 -9.0101017330e-001 +3.5039478380e+000 +1.0387670870e+000 +0.0000000000e+000 +5.4882779552e-004 +5.8967867812e-007 +2.5493664564e-006 +2.6034179507e-002 +3.7862900824e-005 +2.8589289247e-004
+8.0525245000e+001 +5.5955114430e+000 +7.9424429220e+000 -1.8387747110e+000 +2.5444695560e+000 +7.7327280470e-001 +0.0000000000e+000 +1.0777541024e-004 +6.8508503225e-008 +7.3513967781e-007 +2.6141954917e-002 +3.7931409327e-005 +2.8662803215e-004
+8.0745245000e+001 +6.4424678460e+000 +6.8684236830e+000 -2.0110271210e+000 +2.3374360800e+000 +7.3821673860e-001 +0.0000000000e+000 +5.2368327612e-005 +2.7234190124e-008 +3.5712359940e-007 +2.6194323245e-002 +3.7958643517e-005 +2.8698515575e-004
+8.0845245000e+001 +6.8525029250e+000 +6.4103470790e+000 -2.0893236720e+000 +2.2433299540e+000 +7.2228216310e-001 +0.0000000000e+000 +1.1888372246e-004 +5.6105644600e-008 +8.1063296995e-007 +2.6313206967e-002 +3.8014749162e-005 +2.8779578872e-004
+8.1065245000e+001 +7.8097008710e+000 +5.4688292640e+000 -2.2615760830e+000 +2.0362964770e+000 +6.8722609700e-001 +0.0000000000e+000 +6.9696008003e-004 +2.6179230607e-007 +4.7511543640e-006 +2.7010167047e-002 +3.8276541468e-005 +2.9254694308e-004
+8.2266010000e+001 +1.4350287910e+001 +1.8934004500e+000 -3.1993405720e+000 +9.2048879160e-001 +5.7102080680e-001 +0.0000000000e+000 +9.6730309132e-005 -1.6637283633e-008 +1.7447180345e-006 +2.7106897356e-002 +3.8259904184e-005 +2.9429166112e-004
+8.2486010000e+001 +1.5795893300e+001 +1.5356069300e+000 -3.3715929780e+000 +7.0584538880e-001 +5.6338675100e-001 +0.0000000000e+000 +4.7112237719e-005 -9.5466101032e-009 +8.4908561139e-007 +2.7154009594e-002 +3.8250357574e-005 +2.9514074673e-004
+8.2586010000e+001 +1.6478041550e+001 +1.4041943700e+000 -3.4498895260e+000 +6.0828020570e-001 +5.5991672560e-001 +0.0000000000e+000 +9.6987944754e-005 -2.0406761719e-008 +1.7473287521e-006 +2.7250997539e-002 +3.8229950812e-005 +2.9688807548e-004
+8.2786010000e+001 +1.7889315980e+001 +1.1999083610e+000 -3.6064826220e+000 +4.1314983950e-001 +5.5297667480e-001 +0.0000000000e+000 +2.0388355847e-004 -4.4484925954e-008 +3.6703411343e-006 +2.7454881097e-002 +3.8185465886e-005 +3.0055841662e-004
+8.3186010000e+001 +1.7855189710e+001 +1.2017917190e+000 +3.6871547010e+000 -4.1810904190e-001 +4.9540718590e-001 +0.0000000000e+000 +1.0511739785e-004 -1.9415133691e-008 +1.8919843724e-006 +2.7559998495e-002 +3.8166050753e-005 +3.0245040099e-004
+8.3386010000e+001 +1.6413024460e+001 +1.4081374580e+000 +3.5236715900e+000 -6.1361965370e-001 +4.4555471830e-001 +0.0000000000e+000 +5.1572669501e-005 -6.7988922363e-009 +9.2880015416e-007 +2.7611571165e-002 +3.8159251860e-005 +3.0337920114e-004
+8.3486010000e+001 +1.5716464290e+001 +1.5406369190e+000 +3.4419300350e+000 -7.1137495960e-001 +4.2062848450e-001 +0.0000000000e+000 +1.1195941227e-004 -1.0657916944e-008 +2.0169287102e-006 +2.7723530577e-002 +3.8148593943e-005 +3.0539612985e-004
+8.3706010000e+001 +1.4241577990e+001 +1.9009554700e+000 +3.2620986130e+000 -9.2643663250e-001 +3.6579077020e-001 +0.0000000000e+000 +5.9039369202e-004 +1.0643051702e-008 +1.0642644347e-005 +2.8313924269e-002 +3.8159236995e-005 +3.1603877420e-004
+8.4906775000e+001 +7.6000780870e+000 +5.4932041030e+000 +2.2830729740e+000 -2.0442581830e+000 +1.4189161300e-001 +0.0000000000e+000 +1.9345443505e-005 +1.3929275240e-007 +2.5366346932e-006 +2.8333269712e-002 +3.8298529747e-005 +3.1857540889e-004
+8.5126775000e+001 +6.6350888920e+000 +6.4383092120e+000 +2.1032415480e+000 -2.2516741300e+000 +1.1447590920e-001 +0.0000000000e+000 +8.5711210038e-006 +9.9967458713e-008 +1.1270853184e-006 +2.8341840833e-002 +3.8398497206e-005 +3.1970249421e-004
+8.5226775000e+001 +6.2226147380e+000 +6.8980720360e+000 +2.0214999900e+000 -2.3459541060e+000 +1.0201422570e-001 +0.0000000000e+000 +1.8656872302e-005 +2.6112339632e-007 +2.4564952704e-006 +2.8360497706e-002 +3.8659620603e-005 +3.2215898948e-004
+8.5446775000e+001 +5.3727176560e+000 +7.9759233510e+000 +1.8416685630e+000 -2.5533700540e+000 +7.4598521900e-002 +0.0000000000e+000 +9.9646218654e-005 +1.9736580668e-006 +1.3156794051e-005 +2.8460143924e-002 +4.0633278669e-005 +3.3531578353e-004
+8.6647540000e+001 +2.1337404870e+000 +1.5313106460e+001 +8.6264287650e-001 -3.5142867380e+000 -1.1640149340e-005 +0.0000000000e+000 -1.0923918931e-007 +1.9019273165e-006 +2.2151952549e-006 +2.8460034685e-002 +4.2535205986e-005 +3.3753097879e-004
+8.6867540000e+001 +1.7937405360e+000 +1.6901588520e+001 +6.8281144740e-001 -3.7060862590e+000 -5.3332115050e-006 +0.0000000000e+000 -2.1641937190e-007 +5.1062397823e-006 +5.0623038884e-006 +2.8459818266e-002 +4.7641445768e-005 +3.4259328268e-004
+8.7367540000e+001 +1.3152829850e+000 +2.0825628780e+001 +2.7410365410e-001 -4.1419942610e+000 +9.0007381230e-006 +0.0000000000e+000 -1.3213937775e-007 +5.5207942719e-006 +3.9878158843e-006 +2.8459686126e-002 +5.3162240040e-005 +3.4658109856e-004
+8.7767540000e+001 +1.5609509800e+000 +1.8898632150e+001 -9.3919690560e-001 +8.5463453620e+000 +2.2119758770e-005 +0.0000000000e+000 -4.1970951086e-007 +1.3115699912e-005 +1.0933302654e-005 +2.8459266417e-002 +6.6277939952e-005 +3.5751440121e-004
+8.8866072000e+001 +5.0794727400e+000 +4.8495914060e+000 -2.2637336960e+000 +4.2425772620e+000 +6.4197774940e-005 +0.0000000000e+000 -3.8591513413e-007 +2.4629838364e-007 +5.5319927877e-006 +2.8458880502e-002 +6.6524238336e-005 +3.6304639400e-004
+8.9266072000e+001 +6.0865475650e+000 +2.5773099700e+000 -1.1382915270e-001 +1.7474056420e+000 +7.3873463580e-005 +0.0000000000e+000 -1.1229002093e-006 -6.1938856306e-007 +1.9546099540e-005 +2.8457757601e-002 +6.5904849773e-005 +3.8259249354e-004
+9.0364604000e+001 +6.5374752950e+000 +6.3608178790e-001 -2.9665295390e-001 +1.9705540930e-002 +8.4207411340e-005 +0.0000000000e+000 -2.6454028834e-007 -3.4819258903e-007 +1.2602909170e-005 +2.8457493061e-002 +6.5556657184e-005 +3.9519540271e-004
+9.0764604000e+001 +6.8014257470e+000 +8.7195500990e-001 -3.6322317720e-001 -6.0938859590e-001 +8.7970232190e-005 +0.0000000000e+000 -8.5540671109e-007 -1.0156922773e-006 +3.0151845588e-005 +2.8456637654e-002 +6.4540964906e-005 +4.2534724830e-004
+9.1863136000e+001 +7.8002881100e+000 +4.1087546030e+000 -5.4604697850e-001 -2.3370886970e+000 +9.8304179960e-005 +0.0000000000e+000 -4.3258447438e-007 -7.8333765157e-008 +4.9816758131e-006 +2.8456205070e-002 +6.4462631141e-005 +4.3032892411e-004
+9.2263136000e+001 +7.4220324890e+000 +6.8348061340e+000 +1.4575031370e+000 -4.7208815890e+000 +9.6755289360e-005 +0.0000000000e+000 -1.1566942271e-006 +1.0826763665e-006 +1.0436025644e-005 +2.8455048376e-002 +6.5545307508e-005 +4.4076494976e-004
+9.3361668000e+001 +4.7277974820e+000 +2.1318454290e+001 +9.9507449070e-001 -8.4636666600e+000 +7.7990278350e-005 +0.0000000000e+000 -2.8286783612e-007 +3.4928607208e-006 +2.2745891647e-006 +2.8454765508e-002 +6.9038168228e-005 +4.4303953892e-004
+9.3761668000e+001 +5.0966141170e+000 +2.2852443800e+001 -1.9895565330e+000 +4.9397651850e+000 +8.0406065330e-005 +0.0000000000e+000 -7.9235453797e-007 +9.9950308423e-006 +5.7147496331e-006 +2.8453973153e-002 +7.9033199071e-005 +4.4875428856e-004
+9.4860200000e+001 +1.0641828130e+001 +1.3340832890e+001 -3.0582836840e+000 +3.7187089490e+000 +1.1270387690e-004 +0.0000000000e+000 -4.3492403684e-007 +1.1531960213e-006 +1.9819845136e-006 +2.8453538229e-002 +8.0186395092e-005 +4.5073627307e-004
+9.5260200000e+001 +1.1896015040e+001 +1.1890989260e+001 +4.2209289280e-002 +4.1847953100e-002 +1.1791487820e-004 +0.0000000000e+000 -5.6562508980e-007 +1.0518348090e-006 +2.5094023625e-006 +2.8452972604e-002 +8.1238229901e-005 +4.5324567543e-004
+9.5760200000e+001 +1.1874858630e+001 +1.1870202450e+001 +1.0352442060e-004 -2.7433080590e-004 +1.1611863110e-004 +0.0000000000e+000 -2.8274514608e-006 +5.2499741219e-006 +1.2577850397e-005 +2.8450145153e-002 +8.6488204023e-005 +4.6582352583e-004
+9.8260200000e+001 +1.2400663070e+001 +1.2398102650e+001 -2.1042529990e-001 -2.1088575030e-001 +1.0713739530e-004 +0.0000000000e+000 -4.5492341216e-007 +8.7790002599e-007 +1.8931006304e-006 +2.8449690229e-002 +8.7366104049e-005 +4.6771662646e-004
+9.8660200000e+001 +1.1662661150e+001 +1.3547128750e+001 +2.0088555020e+000 -2.7334685560e+000 +1.0170727620e-004 +0.0000000000e+000 -5.5592543563e-007 +1.3703500690e-006 +2.3060118600e-006 +2.8449134304e-002 +8.8736454118e-005 +4.7002263832e-004
+9.9160200000e+001 +9.7617462880e+000 +1.6436937640e+001 +1.7929742220e+000 -3.0461492170e+000 +9.0013574210e-005 +0.0000000000e+000 -4.1087634572e-007 +1.7063873511e-006 +1.7925822614e-006 +2.8448723428e-002 +9.0442841469e-005 +4.7181522058e-004
+9.9560200000e+001 +9.7616949420e+000 +1.6437299260e+001 -1.7928396290e+000 +3.0452898980e+000 +8.7124578210e-005 +0.0000000000e+000 -5.1359263387e-007 +2.1330594695e-006 +2.2406981052e-006 +2.8448209835e-002 +9.2575900939e-005 +4.7405591869e-004
+1.0006020000e+002 +1.1662463420e+001 +1.3548266640e+001 -2.0086973230e+000 +2.7327753420e+000 +9.1507538680e-005 +0.0000000000e+000 -4.4473433976e-007 +1.0964590850e-006 +1.8447129174e-006 +2.8447765101e-002 +9.3672360024e-005 +4.7590063160e-004
+1.0046020000e+002 +1.2400352230e+001 +1.2399856810e+001 +2.1054276330e-001 +2.0999980030e-001 +9.1544102770e-005 +0.0000000000e+000 -2.8432225958e-006 +5.4885496036e-006 +1.1830816681e-005 +2.8444921878e-002 +9.9160909627e-005 +4.8773144828e-004
+1.0296020000e+002 +1.1873998590e+001 +1.1876123920e+001 -1.3075325710e-006 -5.0664596490e-004 +7.0083478130e-005 +0.0000000000e+000 -2.8272869005e-006 +5.2556507776e-006 +1.2573814638e-005 +2.8442094591e-002 +1.0441656040e-004 +5.0030526292e-004
+1.0546020000e+002 +1.2400365300e+001 +1.2404923270e+001 -2.1054537840e-001 -2.1101309220e-001 +4.8622853500e-005 +0.0000000000e+000 -4.5490012290e-007 +8.7887843821e-007 +1.8923466137e-006 +2.8441639691e-002 +1.0529543884e-004 +5.0219760954e-004
+1.0586020000e+002 +1.1662477520e+001 +1.3554576510e+001 +2.0086974340e+000 -2.7349482690e+000 +4.3411729560e-005 +0.0000000000e+000 -5.5588953038e-007 +1.3717024982e-006 +2.3050747117e-006 +2.8441083802e-002 +1.0666714134e-004 +5.0450268425e-004
+1.0636020000e+002 +9.7617088140e+000 +1.6445928450e+001 +1.7928399810e+000 -3.0477556090e+000 +3.4757950950e-005 +0.0000000000e+000 -4.1083829818e-007 +1.7077390622e-006 +1.7918418224e-006 +2.8440672963e-002 +1.0837488040e-004 +5.0629452607e-004
+1.0676020000e+002 +9.7617619090e+000 +1.6446233460e+001 -1.7929791590e+000 +3.0470308200e+000 +3.0250001200e-005 +0.0000000000e+000 -5.1354721857e-007 +2.1347231649e-006 +2.2397626953e-006 +2.8440159416e-002 +1.1050960357e-004 +5.0853428877e-004
+1.0726020000e+002 +1.1662681990e+001 +1.3555536260e+001 -2.0088610010e+000 +2.7343635810e+000 +2.7496198910e-005 +0.0000000000e+000 -4.4471008649e-007 +1.0974829683e-006 +1.8439389956e-006 +2.8439714706e-002 +1.1160708654e-004 +5.1037822776e-004
+1.0766020000e+002 +1.2400686740e+001 +1.2406402800e+001 +2.1042391350e-001 +2.1026584100e-001 +2.4291293680e-005 +0.0000000000e+000 -2.8431127119e-006 +5.4941490605e-006 +1.1825897309e-005 +2.8436871593e-002 +1.1710123560e-004 +5.2220412507e-004
+1.1016020000e+002 +1.1874887930e+001 +1.1881118360e+001 -1.0439145810e-004 -1.5206597120e-004 -1.7491433810e-006 +0.0000000000e+000 -2.8272318044e-006 +5.2597220439e-006 +1.2569297102e-005 +2.8434044361e-002 +1.2236095764e-004 +5.3477342217e-004
+1.1266020000e+002 +1.2401730650e+001 +1.2407923460e+001 -2.1063269640e-001 -2.1056997290e-001 -2.7789580440e-005 +0.0000000000e+000 -4.5490139251e-007 +8.7920480963e-007 +1.8918617833e-006 +2.8433589460e-002 +1.2324016245e-004 +5.3666528396e-004
+1.1306020000e+002 +1.1663807960e+001 +1.3557430120e+001 +2.0088698150e+000 -2.7350157690e+000 -3.0863513880e-005 +0.0000000000e+000 -5.5589243345e-007 +1.3720790040e-006 +2.3045300500e-006 +2.8433033568e-002 +1.2461224145e-004 +5.3896981401e-004
+1.1356020000e+002 +9.7628694070e+000 +1.6448823450e+001 +1.7930072960e+000 -3.0477708840e+000 -3.3291945250e-005 +0.0000000000e+000 -4.1084265547e-007 +1.7080365078e-006 +1.7914620735e-006 +2.8432622725e-002 +1.2632027796e-004 +5.4076127608e-004
+1.1396020000e+002 +9.7629559610e+000 +1.6448718520e+001 -1.7932341800e+000 +3.0480202150e+000 -3.7759489150e-005 +0.0000000000e+000 -5.1355540029e-007 +2.1350132692e-006 +2.2393254000e-006 +2.8432109169e-002 +1.2845529123e-004 +5.4300060148e-004
+1.1446020000e+002 +1.1664141280e+001 +1.3557099960e+001 -2.0091364560e+000 +2.7352169040e+000 -4.6636389770e-005 +0.0000000000e+000 -4.4471831902e-007 +1.0975889337e-006 +1.8436227443e-006 +2.8431664451e-002 +1.2955288017e-004 +5.4484422422e-004
+1.1486020000e+002 +1.2402254640e+001 +1.2407414490e+001 +2.1043468840e-001 +2.1082703110e-001 -5.1903050590e-005 +0.0000000000e+000 -2.8431687456e-006 +5.4943557896e-006 +1.1824166115e-005 +2.8428821282e-002 +1.3504723595e-004 +5.5666839034e-004
+1.1736020000e+002 +1.1876337710e+001 +1.1879400250e+001 -6.7915456380e-005 +3.7866618320e-004 -7.2937911700e-005 +0.0000000000e+000 -2.8273419327e-006 +5.2575421808e-006 +1.2569637338e-005 +2.8425993941e-002 +1.4030477814e-004 +5.6923802768e-004
+1.1986020000e+002 +1.2402933790e+001 +1.2403627830e+001 -2.1057051930e-001 -2.1006969870e-001 -9.3972772810e-005 +0.0000000000e+000 -4.5492388546e-007 +8.7851806833e-007 +1.8922322928e-006 +2.8425539017e-002 +1.4118329620e-004 +5.7113025997e-004
+1.2026020000e+002 +1.1664873820e+001 +1.3552383980e+001 +2.0091421900e+000 -2.7335928630e+000 -9.3778012240e-005 +0.0000000000e+000 -5.5592796373e-007 +1.3710675580e-006 +2.3050397970e-006 +2.8424983089e-002 +1.4255436376e-004 +5.7343529977e-004
+1.2076020000e+002 +9.7636764820e+000 +1.6442269080e+001 +1.7932524850e+000 -3.0461773480e+000 -8.9087199770e-005 +0.0000000000e+000 -4.1088143471e-007 +1.7069595896e-006 +1.7919075471e-006 +2.8424572207e-002 +1.4426132335e-004 +5.7522720731e-004
+1.2116020000e+002 +9.7636807820e+000 +1.6441875770e+001 -1.7932637550e+000 +3.0471119760e+000 -9.1869851470e-005 +0.0000000000e+000 -5.1360392490e-007 +2.1336251835e-006 +2.2399245135e-006 +2.8424058603e-002 +1.4639494854e-004 +5.7746713183e-004
+1.2166020000e+002 +1.1664890380e+001 +1.3551146370e+001 -2.0091554350e+000 +2.7343468290e+000 -1.0360229620e-004 +0.0000000000e+000 -4.4474701926e-007 +1.0966753947e-006 +1.8441578735e-006 +2.8423613856e-002 +1.4749162393e-004 +5.7931128970e-004
+1.2206020000e+002 +1.2402959820e+001 +1.2401719950e+001 +2.1056068320e-001 +2.1103329190e-001 -1.0899207430e-004 +0.0000000000e+000 -2.8433122929e-006 +5.4890523748e-006 +1.1827806413e-005 +2.8420770544e-002 +1.5298067630e-004 +5.9113909611e-004
+1.2456020000e+002 +1.1876409720e+001 +1.1872959830e+001 +5.9356059890e-005 +4.7075407150e-004 -1.1727850500e-004 +0.0000000000e+000 -2.8274761678e-006 +5.2517515349e-006 +1.2574621467e-005 +2.8417943068e-002 +1.5823242784e-004 +6.0371371758e-004
+1.2706020000e+002 +1.2402366260e+001 +1.2397012410e+001 -2.1044197110e-001 -2.1009178380e-001 -1.2556493570e-004 +0.0000000000e+000 -4.5493986889e-007 +8.7762864634e-007 +1.8930514663e-006 +2.8417488128e-002 +1.5911005649e-004 +6.0560676905e-004
+1.2746020000e+002 +1.1664250160e+001 +1.3545283500e+001 +2.0091504240e+000 -2.7323278360e+000 -1.2217317180e-004 +0.0000000000e+000 -5.5595267751e-007 +1.3698590026e-006 +2.3060393561e-006 +2.8416932175e-002 +1.6047991549e-004 +6.0791280840e-004
+1.2796020000e+002 +9.7630510680e+000 +1.6433857890e+001 +1.7932477570e+000 -3.0448209410e+000 -1.1208978620e-004 +0.0000000000e+000 -4.1090766798e-007 +1.7057726217e-006 +1.7926801196e-006 +2.8416521268e-002 +1.6218568811e-004 +6.0970548852e-004
+1.2836020000e+002 +9.7629673650e+000 +1.6433631800e+001 -1.7930283470e+000 +3.0453582000e+000 -1.1216326190e-004 +0.0000000000e+000 -5.1363428309e-007 +2.1321857095e-006 +2.2408862083e-006 +2.8416007633e-002 +1.6431787382e-004 +6.1194637473e-004
+1.2886020000e+002 +1.1663927820e+001 +1.3544572080e+001 -2.0088925660e+000 +2.7327612430e+000 -1.2243258130e-004 +0.0000000000e+000 -4.4476165000e-007 +1.0958113344e-006 +1.8449392229e-006 +2.8415562872e-002 +1.6541368515e-004 +6.1379131395e-004
+1.2926020000e+002 +1.2401859530e+001 +1.2395915680e+001 +2.1063345670e-001 +2.1064569240e-001 -1.2596151930e-004 +0.0000000000e+000 -2.8433708677e-006 +5.4844365559e-006 +1.1832685280e-005 +2.8412719501e-002 +1.7089812171e-004 +6.2562399923e-004
+1.3176020000e+002 +1.1875007700e+001 +1.1869257640e+001 +1.0727503570e-004 +1.7523726100e-005 -1.1844931520e-004 +0.0000000000e+000 -5.6549564676e-007 +1.0498126395e-006 +2.5156972956e-006 +2.8412154005e-002 +1.7194793435e-004 +6.2813969653e-004
+1.3226020000e+002 +1.1895953050e+001 +1.1890302940e+001 -4.1997961290e-002 -4.2108110000e-002 -1.1694687440e-004 +0.0000000000e+000 -4.5250176189e-007 +8.4137413417e-007 +2.0076143475e-006 +2.8411701503e-002 +1.7278930848e-004 +6.3014731088e-004
+1.3266020000e+002 +1.0641616170e+001 +1.3340291100e+001 +3.0584330000e+000 -3.7188236860e+000 -1.0920085710e-004 +0.0000000000e+000 -1.1944442802e-006 +3.1668882134e-006 +5.4434170417e-006 +2.8410507059e-002 +1.7595619670e-004 +6.3559072792e-004
+1.3375873200e+002 +5.0962010570e+000 +2.2852285770e+001 +1.9895902800e+000 -4.9399997840e+000 -7.0358287640e-005 +0.0000000000e+000 -2.8850253516e-007 +3.6395177652e-006 +2.0809705275e-006 +2.8410218557e-002 +1.7959571446e-004 +6.3767169845e-004
+1.3415873200e+002 +4.7272640740e+000 +2.1318506410e+001 -9.9478372960e-001 +8.4634185120e+000 -6.4236089140e-005 +0.0000000000e+000 -7.7680246668e-007 +9.5930581291e-006 +6.2471325045e-006 +2.8409441754e-002 +1.8918877259e-004 +6.4391883095e-004
+1.3525726400e+002 +7.4207698830e+000 +6.8351556220e+000 -1.4571301050e+000 +4.7208590360e+000 -6.8783213010e-005 +0.0000000000e+000 -4.2115628718e-007 +3.9439258089e-007 +3.8001964245e-006 +2.8409020598e-002 +1.8958316517e-004 +6.4771902737e-004
+1.3565726400e+002 +7.7988676100e+000 +4.1091284000e+000 +5.4605441370e-001 +2.3370483130e+000 -6.6739768980e-005 +0.0000000000e+000 -1.1879886144e-006 -2.1478507869e-007 +1.3681834904e-005 +2.8407832609e-002 +1.8936838009e-004 +6.6140086228e-004
+1.3675579600e+002 +6.8000267490e+000 +8.7218944680e-001 +3.6319616880e-001 +6.0955583920e-001 -5.1069583320e-005 +0.0000000000e+000 -3.1154274477e-007 -3.6983935711e-007 +1.0978765126e-005 +2.8407521066e-002 +1.8899854074e-004 +6.7237962740e-004
+1.3715579600e+002 +6.5361029200e+000 +6.3615218970e-001 +2.9661340380e-001 -1.9462696230e-002 -4.5363719260e-005 +0.0000000000e+000 -7.2667801325e-007 -9.5626760122e-007 +3.4613438077e-005 +2.8406794388e-002 +1.8804227314e-004 +7.0699306548e-004
+1.3825432800e+002 +6.0852999220e+000 +2.5766187420e+000 +1.1375515890e-001 -1.7469551710e+000 -2.9693533600e-005 +0.0000000000e+000 -4.0885416376e-007 -2.2557689511e-007 +7.1187506930e-006 +2.8406385534e-002 +1.8781669624e-004 +7.1411181618e-004
+1.3865432800e+002 +5.0784776530e+000 +4.8483462990e+000 +2.2632114380e+000 -4.2415676470e+000 -2.1725438620e-005 +0.0000000000e+000 -1.0598049720e-006 +6.7602504222e-007 +1.5196126195e-005 +2.8405325729e-002 +1.8849272128e-004 +7.2930794237e-004
+1.3975286000e+002 +1.5608266320e+000 +1.8894250970e+001 +9.3892652580e-001 -8.5445001920e+000 +5.7665238820e-006 +0.0000000000e+000 -1.5282933881e-007 +4.7748145195e-006 +3.9817371845e-006 +2.8405172900e-002 +1.9326753580e-004 +7.3328967955e-004
+1.4015286000e+002 +1.3153392260e+000 +2.0820913990e+001 -2.7432217770e-001 +4.1409115940e+000 +1.6948969940e-005 +0.0000000000e+000 -1.6519176965e-007 +6.8995015409e-006 +4.9853817894e-006 +2.8405007708e-002 +2.0016703734e-004 +7.3827506134e-004
+1.4065286000e+002 +1.7940293400e+000 +1.6897898080e+001 -6.8305805210e-001 +3.7051202340e+000 +3.2978759290e-005 +0.0000000000e+000 -9.5240732294e-008 +2.2461310787e-006 +2.2275768866e-006 +2.8404912467e-002 +2.0241316842e-004 +7.4050263823e-004
+1.4087286000e+002 +2.1341405160e+000 +1.5309829780e+001 -8.6290183690e-001 +3.5133720360e+000 +4.0031866600e-005 +0.0000000000e+000 -5.9633567397e-007 +1.0377673866e-005 +1.2091291902e-005 +2.8404316132e-002 +2.1279084229e-004 +7.5259393013e-004
+1.4207362500e+002 +5.3738185680e+000 +7.9745373250e+000 -1.8419947900e+000 +2.5527212320e+000 -7.4566067940e-002 +0.0000000000e+000 +1.8263256986e-005 +3.6150327850e-007 +2.4105553516e-006 +2.8422579389e-002 +2.1315234557e-004 +7.5500448548e-004
+1.4229362500e+002 +6.2238619080e+000 +6.8969593150e+000 -2.0218385720e+000 +2.3453606310e+000 -1.0198102560e-001 +0.0000000000e+000 +8.4833880626e-006 +1.1866167357e-007 +1.1165957348e-006 +2.8431062777e-002 +2.1327100724e-004 +7.5612108122e-004
+1.4239362500e+002 +6.6364043400e+000 +6.4373126710e+000 -2.1035857460e+000 +2.2511058120e+000 -1.1444236990e-001 +0.0000000000e+000 +1.8863112371e-005 +2.1987465100e-007 +2.4796021821e-006 +2.8449925889e-002 +2.1349088189e-004 +7.5860068340e-004
+1.4261362500e+002 +7.6015477000e+000 +5.4924454460e+000 -2.2834295280e+000 +2.0437452110e+000 -1.4185732750e-001 +0.0000000000e+000 +1.0562484620e-004 +7.6011199135e-007 +1.3845055652e-005 +2.8555550735e-002 +2.1425099388e-004 +7.7244573905e-004
+1.4381439000e+002 +1.4243982260e+001 +1.9010679570e+000 -3.2625224330e+000 +9.2622918980e-001 -3.6575242250e-001 +0.0000000000e+000 +1.0818854185e-004 +1.9608785179e-009 +1.9497423559e-006 +2.8663739277e-002 +2.1425295476e-004 +7.7439548141e-004
+1.4403439000e+002 +1.5719057770e+001 +1.5408280980e+000 -3.4423662100e+000 +7.1122471770e-001 -4.2058939060e-001 +0.0000000000e+000 +5.0898517394e-005 -4.8390771610e-009 +9.1669145215e-007 +2.8714637795e-002 +2.1424811568e-004 +7.7531217286e-004
+1.4413439000e+002 +1.6415705720e+001 +1.4083560850e+000 -3.5241133820e+000 +6.1349541220e-001 -4.4551528530e-001 +0.0000000000e+000 +1.0316045140e-004 -1.3586929117e-008 +1.8573938748e-006 +2.8817798246e-002 +2.1423452875e-004 +7.7716956674e-004
+1.4433439000e+002 +1.7858049950e+001 +1.2020496420e+000 -3.6876077250e+000 +4.1803680120e-001 -4.9536707450e-001 +0.0000000000e+000 +2.1026246323e-004 -3.8809742679e-008 +3.7834917249e-006 +2.9028060709e-002 +2.1419571901e-004 +7.8095305846e-004
